dteday,season,yr,weekday,hr,rider_type,riders,price,COGS,revenue,profit
20/1/2021,1,0,4,19,registered,146,3.99,1.24,582.5400000000001,581.3000000000001
20/1/2021,1,0,4,20,registered,124,3.99,1.24,494.76000000000005,493.52000000000004
20/1/2021,1,0,4,21,registered,54,3.99,1.24,215.46,214.22
20/1/2021,1,0,4,22,registered,56,3.99,1.24,223.44,222.2
20/1/2021,1,0,4,23,registered,28,3.99,1.24,111.72,110.48
21/1/2021,1,0,5,0,registered,20,3.99,1.24,79.80000000000001,78.56000000000002
21/1/2021,1,0,5,1,registered,6,3.99,1.24,23.94,22.700000000000003
21/1/2021,1,0,5,2,registered,2,3.99,1.24,7.98,6.74
21/1/2021,1,0,5,3,registered,1,3.99,1.24,3.99,2.75
21/1/2021,1,0,5,4,registered,1,3.99,1.24,3.99,2.75
21/1/2021,1,0,5,5,registered,4,3.99,1.24,15.96,14.72
21/1/2021,1,0,5,6,registered,27,3.99,1.24,107.73,106.49000000000001
21/1/2021,1,0,5,7,registered,66,3.99,1.24,263.34000000000003,262.1
21/1/2021,1,0,5,8,registered,210,3.99,1.24,837.9000000000001,836.6600000000001
21/1/2021,1,0,5,9,registered,159,3.99,1.24,634.4100000000001,633.1700000000001
21/1/2021,1,0,5,10,registered,57,3.99,1.24,227.43,226.19
21/1/2021,1,0,5,11,registered,53,3.99,1.24,211.47,210.23
21/1/2021,1,0,5,12,registered,67,3.99,1.24,267.33000000000004,266.09000000000003
21/1/2021,1,0,5,13,registered,65,3.99,1.24,259.35,258.11
21/1/2021,1,0,5,14,registered,56,3.99,1.24,223.44,222.2
21/1/2021,1,0,5,15,registered,61,3.99,1.24,243.39000000000001,242.15
21/1/2021,1,0,5,16,registered,97,3.99,1.24,387.03000000000003,385.79
21/1/2021,1,0,5,17,registered,151,3.99,1.24,602.49,601.25
21/1/2021,1,0,5,18,registered,119,3.99,1.24,474.81,473.57
21/1/2021,1,0,5,19,registered,93,3.99,1.24,371.07,369.83
21/1/2021,1,0,5,20,registered,52,3.99,1.24,207.48000000000002,206.24
21/1/2021,1,0,5,21,registered,41,3.99,1.24,163.59,162.35
21/1/2021,1,0,5,22,registered,33,3.99,1.24,131.67000000000002,130.43
21/1/2021,1,0,5,23,registered,27,3.99,1.24,107.73,106.49000000000001
22/1/2021,1,0,6,0,registered,13,3.99,1.24,51.870000000000005,50.63
22/1/2021,1,0,6,1,registered,9,3.99,1.24,35.910000000000004,34.67
22/1/2021,1,0,6,2,registered,11,3.99,1.24,43.89,42.65
22/1/2021,1,0,6,3,registered,6,3.99,1.24,23.94,22.700000000000003
22/1/2021,1,0,6,4,registered,3,3.99,1.24,11.97,10.73
22/1/2021,1,0,6,6,registered,2,3.99,1.24,7.98,6.74
22/1/2021,1,0,6,7,registered,8,3.99,1.24,31.92,30.680000000000003
22/1/2021,1,0,6,8,registered,26,3.99,1.24,103.74000000000001,102.50000000000001
22/1/2021,1,0,6,9,registered,37,3.99,1.24,147.63,146.39
22/1/2021,1,0,6,10,registered,50,3.99,1.24,199.5,198.26
22/1/2021,1,0,6,11,registered,59,3.99,1.24,235.41000000000003,234.17000000000002
22/1/2021,1,0,6,12,registered,60,3.99,1.24,239.4,238.16
22/1/2021,1,0,6,13,registered,72,3.99,1.24,287.28000000000003,286.04
22/1/2021,1,0,6,14,registered,64,3.99,1.24,255.36,254.12
22/1/2021,1,0,6,15,registered,93,3.99,1.24,371.07,369.83
22/1/2021,1,0,6,16,registered,72,3.99,1.24,287.28000000000003,286.04
22/1/2021,1,0,6,17,registered,59,3.99,1.24,235.41000000000003,234.17000000000002
22/1/2021,1,0,6,18,registered,54,3.99,1.24,215.46,214.22
22/1/2021,1,0,6,19,registered,53,3.99,1.24,211.47,210.23
22/1/2021,1,0,6,20,registered,44,3.99,1.24,175.56,174.32
22/1/2021,1,0,6,21,registered,39,3.99,1.24,155.61,154.37
22/1/2021,1,0,6,22,registered,23,3.99,1.24,91.77000000000001,90.53000000000002
22/1/2021,1,0,6,23,registered,31,3.99,1.24,123.69000000000001,122.45000000000002
23/1/2021,1,0,0,0,registered,20,3.99,1.24,79.80000000000001,78.56000000000002
23/1/2021,1,0,0,1,registered,12,3.99,1.24,47.88,46.64
23/1/2021,1,0,0,2,registered,15,3.99,1.24,59.85,58.61
23/1/2021,1,0,0,3,registered,4,3.99,1.24,15.96,14.72
23/1/2021,1,0,0,5,registered,3,3.99,1.24,11.97,10.73
23/1/2021,1,0,0,6,registered,1,3.99,1.24,3.99,2.75
23/1/2021,1,0,0,7,registered,1,3.99,1.24,3.99,2.75
23/1/2021,1,0,0,8,registered,17,3.99,1.24,67.83,66.59
23/1/2021,1,0,0,9,registered,25,3.99,1.24,99.75,98.51
23/1/2021,1,0,0,10,registered,51,3.99,1.24,203.49,202.25
23/1/2021,1,0,0,11,registered,77,3.99,1.24,307.23,305.99
23/1/2021,1,0,0,12,registered,92,3.99,1.24,367.08000000000004,365.84000000000003
23/1/2021,1,0,0,13,registered,75,3.99,1.24,299.25,298.01
23/1/2021,1,0,0,14,registered,93,3.99,1.24,371.07,369.83
23/1/2021,1,0,0,15,registered,64,3.99,1.24,255.36,254.12
23/1/2021,1,0,0,16,registered,56,3.99,1.24,223.44,222.2
23/1/2021,1,0,0,17,registered,50,3.99,1.24,199.5,198.26
23/1/2021,1,0,0,18,registered,44,3.99,1.24,175.56,174.32
23/1/2021,1,0,0,19,registered,45,3.99,1.24,179.55,178.31
23/1/2021,1,0,0,20,registered,31,3.99,1.24,123.69000000000001,122.45000000000002
23/1/2021,1,0,0,21,registered,20,3.99,1.24,79.80000000000001,78.56000000000002
23/1/2021,1,0,0,22,registered,23,3.99,1.24,91.77000000000001,90.53000000000002
23/1/2021,1,0,0,23,registered,17,3.99,1.24,67.83,66.59
24/1/2021,1,0,1,0,registered,7,3.99,1.24,27.93,26.69
24/1/2021,1,0,1,1,registered,1,3.99,1.24,3.99,2.75
24/1/2021,1,0,1,3,registered,1,3.99,1.24,3.99,2.75
24/1/2021,1,0,1,4,registered,1,3.99,1.24,3.99,2.75
24/1/2021,1,0,1,5,registered,5,3.99,1.24,19.950000000000003,18.710000000000004
24/1/2021,1,0,1,6,registered,15,3.99,1.24,59.85,58.61
24/1/2021,1,0,1,7,registered,79,3.99,1.24,315.21000000000004,313.97
24/1/2021,1,0,1,8,registered,171,3.99,1.24,682.2900000000001,681.0500000000001
24/1/2021,1,0,1,9,registered,98,3.99,1.24,391.02000000000004,389.78000000000003
24/1/2021,1,0,1,10,registered,34,3.99,1.24,135.66,134.42
24/1/2021,1,0,1,11,registered,43,3.99,1.24,171.57000000000002,170.33
24/1/2021,1,0,1,12,registered,52,3.99,1.24,207.48000000000002,206.24
24/1/2021,1,0,1,13,registered,54,3.99,1.24,215.46,214.22
24/1/2021,1,0,1,14,registered,43,3.99,1.24,171.57000000000002,170.33
24/1/2021,1,0,1,15,registered,50,3.99,1.24,199.5,198.26
24/1/2021,1,0,1,16,registered,66,3.99,1.24,263.34000000000003,262.1
24/1/2021,1,0,1,17,registered,178,3.99,1.24,710.22,708.98
24/1/2021,1,0,1,18,registered,145,3.99,1.24,578.5500000000001,577.3100000000001
24/1/2021,1,0,1,19,registered,101,3.99,1.24,402.99,401.75
24/1/2021,1,0,1,20,registered,80,3.99,1.24,319.20000000000005,317.96000000000004
24/1/2021,1,0,1,21,registered,53,3.99,1.24,211.47,210.23
24/1/2021,1,0,1,22,registered,32,3.99,1.24,127.68,126.44000000000001
24/1/2021,1,0,1,23,registered,21,3.99,1.24,83.79,82.55000000000001
25/1/2021,1,0,2,0,registered,6,3.99,1.24,23.94,22.700000000000003
25/1/2021,1,0,2,1,registered,5,3.99,1.24,19.950000000000003,18.710000000000004
25/1/2021,1,0,2,2,registered,2,3.99,1.24,7.98,6.74
25/1/2021,1,0,2,4,registered,1,3.99,1.24,3.99,2.75
25/1/2021,1,0,2,5,registered,9,3.99,1.24,35.910000000000004,34.67
25/1/2021,1,0,2,6,registered,35,3.99,1.24,139.65,138.41
25/1/2021,1,0,2,7,registered,103,3.99,1.24,410.97,409.73
25/1/2021,1,0,2,8,registered,233,3.99,1.24,929.6700000000001,928.4300000000001
25/1/2021,1,0,2,9,registered,134,3.99,1.24,534.6600000000001,533.4200000000001
25/1/2021,1,0,2,10,registered,49,3.99,1.24,195.51000000000002,194.27
25/1/2021,1,0,2,11,registered,55,3.99,1.24,219.45000000000002,218.21
25/1/2021,1,0,2,12,registered,85,3.99,1.24,339.15000000000003,337.91
25/1/2021,1,0,2,13,registered,72,3.99,1.24,287.28000000000003,286.04
25/1/2021,1,0,2,14,registered,57,3.99,1.24,227.43,226.19
25/1/2021,1,0,2,15,registered,63,3.99,1.24,251.37,250.13
25/1/2021,1,0,2,16,registered,102,3.99,1.24,406.98,405.74
25/1/2021,1,0,2,17,registered,208,3.99,1.24,829.9200000000001,828.6800000000001
25/1/2021,1,0,2,18,registered,218,3.99,1.24,869.82,868.58
25/1/2021,1,0,2,19,registered,133,3.99,1.24,530.6700000000001,529.4300000000001
25/1/2021,1,0,2,20,registered,103,3.99,1.24,410.97,409.73
25/1/2021,1,0,2,21,registered,40,3.99,1.24,159.60000000000002,158.36
25/1/2021,1,0,2,22,registered,49,3.99,1.24,195.51000000000002,194.27
25/1/2021,1,0,2,23,registered,37,3.99,1.24,147.63,146.39
26/1/2021,1,0,3,0,registered,14,3.99,1.24,55.86,54.62
26/1/2021,1,0,3,1,registered,5,3.99,1.24,19.950000000000003,18.710000000000004
26/1/2021,1,0,3,2,registered,7,3.99,1.24,27.93,26.69
26/1/2021,1,0,3,5,registered,1,3.99,1.24,3.99,2.75
26/1/2021,1,0,3,6,registered,8,3.99,1.24,31.92,30.680000000000003
26/1/2021,1,0,3,7,registered,29,3.99,1.24,115.71000000000001,114.47000000000001
26/1/2021,1,0,3,8,registered,69,3.99,1.24,275.31,274.07
26/1/2021,1,0,3,9,registered,55,3.99,1.24,219.45000000000002,218.21
26/1/2021,1,0,3,10,registered,26,3.99,1.24,103.74000000000001,102.50000000000001
26/1/2021,1,0,3,11,registered,35,3.99,1.24,139.65,138.41
26/1/2021,1,0,3,12,registered,41,3.99,1.24,163.59,162.35
26/1/2021,1,0,3,13,registered,43,3.99,1.24,171.57000000000002,170.33
26/1/2021,1,0,3,14,registered,36,3.99,1.24,143.64000000000001,142.4
26/1/2021,1,0,3,15,registered,42,3.99,1.24,167.58,166.34
26/1/2021,1,0,3,16,registered,35,3.99,1.24,139.65,138.41
26/1/2021,1,0,3,17,registered,26,3.99,1.24,103.74000000000001,102.50000000000001
27/1/2021,1,0,4,16,registered,23,3.99,1.24,91.77000000000001,90.53000000000002
27/1/2021,1,0,4,17,registered,82,3.99,1.24,327.18,325.94
27/1/2021,1,0,4,18,registered,101,3.99,1.24,402.99,401.75
27/1/2021,1,0,4,19,registered,76,3.99,1.24,303.24,302
27/1/2021,1,0,4,20,registered,55,3.99,1.24,219.45000000000002,218.21
27/1/2021,1,0,4,21,registered,36,3.99,1.24,143.64000000000001,142.4
27/1/2021,1,0,4,22,registered,27,3.99,1.24,107.73,106.49000000000001
27/1/2021,1,0,4,23,registered,16,3.99,1.24,63.84,62.6
28/1/2021,1,0,5,0,registered,9,3.99,1.24,35.910000000000004,34.67
28/1/2021,1,0,5,1,registered,2,3.99,1.24,7.98,6.74
28/1/2021,1,0,5,2,registered,2,3.99,1.24,7.98,6.74
28/1/2021,1,0,5,3,registered,0,3.99,1.24,0,-1.24
28/1/2021,1,0,5,5,registered,4,3.99,1.24,15.96,14.72
28/1/2021,1,0,5,6,registered,16,3.99,1.24,63.84,62.6
28/1/2021,1,0,5,7,registered,58,3.99,1.24,231.42000000000002,230.18
28/1/2021,1,0,5,8,registered,155,3.99,1.24,618.45,617.21
28/1/2021,1,0,5,9,registered,95,3.99,1.24,379.05,377.81
28/1/2021,1,0,5,10,registered,49,3.99,1.24,195.51000000000002,194.27
28/1/2021,1,0,5,11,registered,30,3.99,1.24,119.7,118.46000000000001
28/1/2021,1,0,5,12,registered,28,3.99,1.24,111.72,110.48
28/1/2021,1,0,5,13,registered,31,3.99,1.24,123.69000000000001,122.45000000000002
28/1/2021,1,0,5,14,registered,36,3.99,1.24,143.64000000000001,142.4
28/1/2021,1,0,5,15,registered,40,3.99,1.24,159.60000000000002,158.36
28/1/2021,1,0,5,16,registered,70,3.99,1.24,279.3,278.06
28/1/2021,1,0,5,17,registered,147,3.99,1.24,586.5300000000001,585.2900000000001
28/1/2021,1,0,5,18,registered,107,3.99,1.24,426.93,425.69
28/1/2021,1,0,5,19,registered,84,3.99,1.24,335.16,333.92
28/1/2021,1,0,5,20,registered,61,3.99,1.24,243.39000000000001,242.15
28/1/2021,1,0,5,21,registered,57,3.99,1.24,227.43,226.19
28/1/2021,1,0,5,22,registered,26,3.99,1.24,103.74000000000001,102.50000000000001
28/1/2021,1,0,5,23,registered,22,3.99,1.24,87.78,86.54
29/1/2021,1,0,6,0,registered,26,3.99,1.24,103.74000000000001,102.50000000000001
29/1/2021,1,0,6,1,registered,20,3.99,1.24,79.80000000000001,78.56000000000002
29/1/2021,1,0,6,2,registered,15,3.99,1.24,59.85,58.61
29/1/2021,1,0,6,3,registered,5,3.99,1.24,19.950000000000003,18.710000000000004
29/1/2021,1,0,6,4,registered,2,3.99,1.24,7.98,6.74
29/1/2021,1,0,6,6,registered,2,3.99,1.24,7.98,6.74
29/1/2021,1,0,6,7,registered,4,3.99,1.24,15.96,14.72
29/1/2021,1,0,6,8,registered,31,3.99,1.24,123.69000000000001,122.45000000000002
29/1/2021,1,0,6,9,registered,34,3.99,1.24,135.66,134.42
29/1/2021,1,0,6,10,registered,51,3.99,1.24,203.49,202.25
29/1/2021,1,0,6,11,registered,60,3.99,1.24,239.4,238.16
29/1/2021,1,0,6,12,registered,66,3.99,1.24,263.34000000000003,262.1
29/1/2021,1,0,6,13,registered,56,3.99,1.24,223.44,222.2
29/1/2021,1,0,6,14,registered,89,3.99,1.24,355.11,353.87
29/1/2021,1,0,6,15,registered,98,3.99,1.24,391.02000000000004,389.78000000000003
29/1/2021,1,0,6,16,registered,88,3.99,1.24,351.12,349.88
29/1/2021,1,0,6,17,registered,82,3.99,1.24,327.18,325.94
29/1/2021,1,0,6,18,registered,59,3.99,1.24,235.41000000000003,234.17000000000002
29/1/2021,1,0,6,19,registered,52,3.99,1.24,207.48000000000002,206.24
29/1/2021,1,0,6,20,registered,42,3.99,1.24,167.58,166.34
29/1/2021,1,0,6,21,registered,35,3.99,1.24,139.65,138.41
29/1/2021,1,0,6,22,registered,28,3.99,1.24,111.72,110.48
29/1/2021,1,0,6,23,registered,30,3.99,1.24,119.7,118.46000000000001
30/1/2021,1,0,0,0,registered,33,3.99,1.24,131.67000000000002,130.43
30/1/2021,1,0,0,1,registered,22,3.99,1.24,87.78,86.54
30/1/2021,1,0,0,2,registered,10,3.99,1.24,39.900000000000006,38.660000000000004
30/1/2021,1,0,0,3,registered,7,3.99,1.24,27.93,26.69
30/1/2021,1,0,0,4,registered,1,3.99,1.24,3.99,2.75
30/1/2021,1,0,0,5,registered,3,3.99,1.24,11.97,10.73
30/1/2021,1,0,0,7,registered,3,3.99,1.24,11.97,10.73
30/1/2021,1,0,0,8,registered,11,3.99,1.24,43.89,42.65
30/1/2021,1,0,0,9,registered,34,3.99,1.24,135.66,134.42
30/1/2021,1,0,0,10,registered,57,3.99,1.24,227.43,226.19
30/1/2021,1,0,0,11,registered,50,3.99,1.24,199.5,198.26
30/1/2021,1,0,0,12,registered,87,3.99,1.24,347.13,345.89
30/1/2021,1,0,0,13,registered,71,3.99,1.24,283.29,282.05
30/1/2021,1,0,0,14,registered,104,3.99,1.24,414.96000000000004,413.72
30/1/2021,1,0,0,15,registered,95,3.99,1.24,379.05,377.81
30/1/2021,1,0,0,16,registered,104,3.99,1.24,414.96000000000004,413.72
30/1/2021,1,0,0,17,registered,71,3.99,1.24,283.29,282.05
30/1/2021,1,0,0,18,registered,57,3.99,1.24,227.43,226.19
30/1/2021,1,0,0,19,registered,46,3.99,1.24,183.54000000000002,182.3
30/1/2021,1,0,0,20,registered,30,3.99,1.24,119.7,118.46000000000001
30/1/2021,1,0,0,21,registered,25,3.99,1.24,99.75,98.51
30/1/2021,1,0,0,22,registered,19,3.99,1.24,75.81,74.57000000000001
30/1/2021,1,0,0,23,registered,16,3.99,1.24,63.84,62.6
31/1/2021,1,0,1,0,registered,6,3.99,1.24,23.94,22.700000000000003
31/1/2021,1,0,1,1,registered,5,3.99,1.24,19.950000000000003,18.710000000000004
31/1/2021,1,0,1,2,registered,1,3.99,1.24,3.99,2.75
31/1/2021,1,0,1,3,registered,2,3.99,1.24,7.98,6.74
31/1/2021,1,0,1,4,registered,2,3.99,1.24,7.98,6.74
31/1/2021,1,0,1,5,registered,8,3.99,1.24,31.92,30.680000000000003
31/1/2021,1,0,1,6,registered,37,3.99,1.24,147.63,146.39
31/1/2021,1,0,1,7,registered,71,3.99,1.24,283.29,282.05
31/1/2021,1,0,1,8,registered,182,3.99,1.24,726.1800000000001,724.94
31/1/2021,1,0,1,9,registered,112,3.99,1.24,446.88,445.64
31/1/2021,1,0,1,10,registered,68,3.99,1.24,271.32,270.08
31/1/2021,1,0,1,11,registered,46,3.99,1.24,183.54000000000002,182.3
31/1/2021,1,0,1,12,registered,62,3.99,1.24,247.38000000000002,246.14000000000001
31/1/2021,1,0,1,13,registered,52,3.99,1.24,207.48000000000002,206.24
31/1/2021,1,0,1,14,registered,85,3.99,1.24,339.15000000000003,337.91
31/1/2021,1,0,1,15,registered,41,3.99,1.24,163.59,162.35
31/1/2021,1,0,1,16,registered,83,3.99,1.24,331.17,329.93
31/1/2021,1,0,1,17,registered,155,3.99,1.24,618.45,617.21
31/1/2021,1,0,1,18,registered,153,3.99,1.24,610.47,609.23
31/1/2021,1,0,1,19,registered,108,3.99,1.24,430.92,429.68
31/1/2021,1,0,1,20,registered,78,3.99,1.24,311.22,309.98
31/1/2021,1,0,1,21,registered,53,3.99,1.24,211.47,210.23
31/1/2021,1,0,1,22,registered,34,3.99,1.24,135.66,134.42
31/1/2021,1,0,1,23,registered,15,3.99,1.24,59.85,58.61
1/2/2021,1,0,2,0,registered,6,3.99,1.24,23.94,22.700000000000003
1/2/2021,1,0,2,1,registered,3,3.99,1.24,11.97,10.73
1/2/2021,1,0,2,2,registered,2,3.99,1.24,7.98,6.74
1/2/2021,1,0,2,3,registered,2,3.99,1.24,7.98,6.74
1/2/2021,1,0,2,5,registered,3,3.99,1.24,11.97,10.73
1/2/2021,1,0,2,6,registered,22,3.99,1.24,87.78,86.54
1/2/2021,1,0,2,7,registered,52,3.99,1.24,207.48000000000002,206.24
1/2/2021,1,0,2,8,registered,132,3.99,1.24,526.6800000000001,525.44
1/2/2021,1,0,2,9,registered,114,3.99,1.24,454.86,453.62
1/2/2021,1,0,2,10,registered,47,3.99,1.24,187.53,186.29
1/2/2021,1,0,2,11,registered,49,3.99,1.24,195.51000000000002,194.27
1/2/2021,1,0,2,12,registered,53,3.99,1.24,211.47,210.23
1/2/2021,1,0,2,13,registered,49,3.99,1.24,195.51000000000002,194.27
1/2/2021,1,0,2,14,registered,49,3.99,1.24,195.51000000000002,194.27
1/2/2021,1,0,2,15,registered,45,3.99,1.24,179.55,178.31
1/2/2021,1,0,2,16,registered,61,3.99,1.24,243.39000000000001,242.15
1/2/2021,1,0,2,17,registered,172,3.99,1.24,686.2800000000001,685.0400000000001
1/2/2021,1,0,2,18,registered,165,3.99,1.24,658.35,657.11
1/2/2021,1,0,2,19,registered,105,3.99,1.24,418.95000000000005,417.71000000000004
1/2/2021,1,0,2,20,registered,69,3.99,1.24,275.31,274.07
1/2/2021,1,0,2,21,registered,64,3.99,1.24,255.36,254.12
1/2/2021,1,0,2,22,registered,34,3.99,1.24,135.66,134.42
1/2/2021,1,0,2,23,registered,15,3.99,1.24,59.85,58.61
2/2/2021,1,0,3,0,registered,2,3.99,1.24,7.98,6.74
2/2/2021,1,0,3,1,registered,3,3.99,1.24,11.97,10.73
2/2/2021,1,0,3,2,registered,0,3.99,1.24,0,-1.24
2/2/2021,1,0,3,3,registered,1,3.99,1.24,3.99,2.75
2/2/2021,1,0,3,4,registered,1,3.99,1.24,3.99,2.75
2/2/2021,1,0,3,5,registered,3,3.99,1.24,11.97,10.73
2/2/2021,1,0,3,6,registered,17,3.99,1.24,67.83,66.59
2/2/2021,1,0,3,7,registered,48,3.99,1.24,191.52,190.28
2/2/2021,1,0,3,8,registered,154,3.99,1.24,614.46,613.22
2/2/2021,1,0,3,9,registered,119,3.99,1.24,474.81,473.57
2/2/2021,1,0,3,10,registered,59,3.99,1.24,235.41000000000003,234.17000000000002
2/2/2021,1,0,3,11,registered,47,3.99,1.24,187.53,186.29
2/2/2021,1,0,3,12,registered,61,3.99,1.24,243.39000000000001,242.15
2/2/2021,1,0,3,13,registered,74,3.99,1.24,295.26,294.02
2/2/2021,1,0,3,14,registered,61,3.99,1.24,243.39000000000001,242.15
2/2/2021,1,0,3,15,registered,66,3.99,1.24,263.34000000000003,262.1
2/2/2021,1,0,3,16,registered,95,3.99,1.24,379.05,377.81
2/2/2021,1,0,3,17,registered,183,3.99,1.24,730.1700000000001,728.9300000000001
2/2/2021,1,0,3,18,registered,175,3.99,1.24,698.25,697.01
2/2/2021,1,0,3,19,registered,88,3.99,1.24,351.12,349.88
2/2/2021,1,0,3,20,registered,71,3.99,1.24,283.29,282.05
2/2/2021,1,0,3,21,registered,62,3.99,1.24,247.38000000000002,246.14000000000001
2/2/2021,1,0,3,22,registered,35,3.99,1.24,139.65,138.41
2/2/2021,1,0,3,23,registered,29,3.99,1.24,115.71000000000001,114.47000000000001
3/2/2021,1,0,4,0,registered,11,3.99,1.24,43.89,42.65
3/2/2021,1,0,4,1,registered,5,3.99,1.24,19.950000000000003,18.710000000000004
3/2/2021,1,0,4,2,registered,2,3.99,1.24,7.98,6.74
3/2/2021,1,0,4,3,registered,1,3.99,1.24,3.99,2.75
3/2/2021,1,0,4,5,registered,2,3.99,1.24,7.98,6.74
3/2/2021,1,0,4,6,registered,39,3.99,1.24,155.61,154.37
3/2/2021,1,0,4,7,registered,86,3.99,1.24,343.14000000000004,341.90000000000003
3/2/2021,1,0,4,8,registered,184,3.99,1.24,734.1600000000001,732.9200000000001
3/2/2021,1,0,4,9,registered,127,3.99,1.24,506.73,505.49
3/2/2021,1,0,4,10,registered,50,3.99,1.24,199.5,198.26
3/2/2021,1,0,4,11,registered,55,3.99,1.24,219.45000000000002,218.21
3/2/2021,1,0,4,12,registered,67,3.99,1.24,267.33000000000004,266.09000000000003
3/2/2021,1,0,4,13,registered,47,3.99,1.24,187.53,186.29
3/2/2021,1,0,4,14,registered,43,3.99,1.24,171.57000000000002,170.33
3/2/2021,1,0,4,15,registered,56,3.99,1.24,223.44,222.2
3/2/2021,1,0,4,16,registered,73,3.99,1.24,291.27000000000004,290.03000000000003
3/2/2021,1,0,4,17,registered,170,3.99,1.24,678.3000000000001,677.0600000000001
3/2/2021,1,0,4,18,registered,145,3.99,1.24,578.5500000000001,577.3100000000001
3/2/2021,1,0,4,19,registered,92,3.99,1.24,367.08000000000004,365.84000000000003
3/2/2021,1,0,4,20,registered,108,3.99,1.24,430.92,429.68
3/2/2021,1,0,4,21,registered,53,3.99,1.24,211.47,210.23
3/2/2021,1,0,4,22,registered,39,3.99,1.24,155.61,154.37
3/2/2021,1,0,4,23,registered,34,3.99,1.24,135.66,134.42
4/2/2021,1,0,5,0,registered,10,3.99,1.24,39.900000000000006,38.660000000000004
4/2/2021,1,0,5,1,registered,7,3.99,1.24,27.93,26.69
4/2/2021,1,0,5,2,registered,1,3.99,1.24,3.99,2.75
4/2/2021,1,0,5,3,registered,1,3.99,1.24,3.99,2.75
4/2/2021,1,0,5,5,registered,7,3.99,1.24,27.93,26.69
4/2/2021,1,0,5,6,registered,26,3.99,1.24,103.74000000000001,102.50000000000001
4/2/2021,1,0,5,7,registered,87,3.99,1.24,347.13,345.89
4/2/2021,1,0,5,8,registered,217,3.99,1.24,865.83,864.59
4/2/2021,1,0,5,9,registered,124,3.99,1.24,494.76000000000005,493.52000000000004
4/2/2021,1,0,5,10,registered,46,3.99,1.24,183.54000000000002,182.3
4/2/2021,1,0,5,11,registered,61,3.99,1.24,243.39000000000001,242.15
4/2/2021,1,0,5,12,registered,78,3.99,1.24,311.22,309.98
4/2/2021,1,0,5,13,registered,73,3.99,1.24,291.27000000000004,290.03000000000003
4/2/2021,1,0,5,14,registered,76,3.99,1.24,303.24,302
4/2/2021,1,0,5,15,registered,81,3.99,1.24,323.19,321.95
4/2/2021,1,0,5,16,registered,91,3.99,1.24,363.09000000000003,361.85
4/2/2021,1,0,5,17,registered,195,3.99,1.24,778.0500000000001,776.8100000000001
4/2/2021,1,0,5,18,registered,152,3.99,1.24,606.48,605.24
4/2/2021,1,0,5,19,registered,102,3.99,1.24,406.98,405.74
4/2/2021,1,0,5,20,registered,69,3.99,1.24,275.31,274.07
4/2/2021,1,0,5,21,registered,41,3.99,1.24,163.59,162.35
4/2/2021,1,0,5,22,registered,45,3.99,1.24,179.55,178.31
4/2/2021,1,0,5,23,registered,30,3.99,1.24,119.7,118.46000000000001
5/2/2021,1,0,6,0,registered,36,3.99,1.24,143.64000000000001,142.4
5/2/2021,1,0,6,1,registered,17,3.99,1.24,67.83,66.59
5/2/2021,1,0,6,2,registered,12,3.99,1.24,47.88,46.64
5/2/2021,1,0,6,3,registered,10,3.99,1.24,39.900000000000006,38.660000000000004
5/2/2021,1,0,6,4,registered,8,3.99,1.24,31.92,30.680000000000003
5/2/2021,1,0,6,5,registered,9,3.99,1.24,35.910000000000004,34.67
5/2/2021,1,0,6,6,registered,4,3.99,1.24,15.96,14.72
5/2/2021,1,0,6,7,registered,4,3.99,1.24,15.96,14.72
5/2/2021,1,0,6,8,registered,10,3.99,1.24,39.900000000000006,38.660000000000004
5/2/2021,1,0,6,9,registered,17,3.99,1.24,67.83,66.59
5/2/2021,1,0,6,10,registered,31,3.99,1.24,123.69000000000001,122.45000000000002
5/2/2021,1,0,6,11,registered,46,3.99,1.24,183.54000000000002,182.3
5/2/2021,1,0,6,12,registered,42,3.99,1.24,167.58,166.34
5/2/2021,1,0,6,13,registered,62,3.99,1.24,247.38000000000002,246.14000000000001
5/2/2021,1,0,6,14,registered,50,3.99,1.24,199.5,198.26
5/2/2021,1,0,6,15,registered,49,3.99,1.24,195.51000000000002,194.27
5/2/2021,1,0,6,16,registered,63,3.99,1.24,251.37,250.13
5/2/2021,1,0,6,17,registered,64,3.99,1.24,255.36,254.12
5/2/2021,1,0,6,18,registered,81,3.99,1.24,323.19,321.95
5/2/2021,1,0,6,19,registered,78,3.99,1.24,311.22,309.98
5/2/2021,1,0,6,20,registered,64,3.99,1.24,255.36,254.12
5/2/2021,1,0,6,21,registered,53,3.99,1.24,211.47,210.23
5/2/2021,1,0,6,22,registered,43,3.99,1.24,171.57000000000002,170.33
5/2/2021,1,0,6,23,registered,52,3.99,1.24,207.48000000000002,206.24
6/2/2021,1,0,0,0,registered,37,3.99,1.24,147.63,146.39
6/2/2021,1,0,0,1,registered,40,3.99,1.24,159.60000000000002,158.36
6/2/2021,1,0,0,2,registered,20,3.99,1.24,79.80000000000001,78.56000000000002
6/2/2021,1,0,0,3,registered,10,3.99,1.24,39.900000000000006,38.660000000000004
6/2/2021,1,0,0,4,registered,2,3.99,1.24,7.98,6.74
6/2/2021,1,0,0,5,registered,1,3.99,1.24,3.99,2.75
6/2/2021,1,0,0,6,registered,1,3.99,1.24,3.99,2.75
6/2/2021,1,0,0,7,registered,8,3.99,1.24,31.92,30.680000000000003
